#time magnitude filter
107.0 21.33 z
114.0 20.55 g
109.0 21.14 i
111.0 20.86 r
117.0 20.32 u
107.0 21.55 y
108.0 21.37 z
115.0 20.58 g
110.0 21.17 i
112.0 20.89 r
118.0 20.35 u
108.0 21.59 y
109.0 21.4 z
116.0 20.61 g
111.0 21.21 i
113.0 20.93 r
119.0 20.38 u
109.0 21.62 y
110.0 21.44 z
117.0 20.64 g
112.0 21.24 i
114.0 20.96 r
120.0 20.41 u
110.0 21.66 y
111.0 21.47 z
118.0 20.68 g
113.0 21.28 i
115.0 21.0 r
121.0 20.44 u
111.0 21.7 y
112.0 21.51 z
119.0 20.71 g
114.0 21.31 i
116.0 21.03 r
122.0 20.47 u
112.0 21.73 y
113.0 21.54 z
120.0 20.74 g
115.0 21.35 i
117.0 21.06 r
123.0 20.5 u
113.0 21.77 y
114.0 21.58 z
121.0 20.77 g
116.0 21.38 i
118.0 21.1 r
124.0 20.52 u
114.0 21.8 y
115.0 21.61 z
122.0 20.8 g
117.0 21.42 i
119.0 21.13 r
125.0 20.55 u
115.0 21.84 y
116.0 21.65 z
123.0 20.83 g
118.0 21.45 i
120.0 21.16 r
126.0 20.58 u
116.0 21.87 y
117.0 21.68 z
124.0 20.86 g
119.0 21.48 i
121.0 21.19 r
127.0 20.61 u
117.0 21.91 y
118.0 21.72 z
125.0 20.89 g
120.0 21.52 i
122.0 21.23 r
128.0 20.64 u
118.0 21.94 y
119.0 21.75 z
126.0 20.92 g
121.0 21.55 i
123.0 21.26 r
129.0 20.67 u
119.0 21.97 y
120.0 21.78 z
127.0 20.95 g
122.0 21.58 i
124.0 21.29 r
130.0 20.69 u
120.0 22.01 y
121.0 21.82 z
128.0 20.98 g
123.0 21.62 i
125.0 21.32 r
131.0 20.72 u
121.0 22.04 y
122.0 21.85 z
129.0 21.01 g
124.0 21.65 i
126.0 21.35 r
132.0 20.75 u
122.0 22.07 y
123.0 21.88 z
130.0 21.04 g
125.0 21.68 i
127.0 21.39 r
133.0 20.78 u
123.0 22.11 y
124.0 21.92 z
131.0 21.07 g
126.0 21.71 i
128.0 21.42 r
134.0 20.8 u
124.0 22.14 y
125.0 21.95 z
132.0 21.1 g
127.0 21.74 i
129.0 21.45 r
135.0 20.83 u
125.0 22.17 y
126.0 21.98 z
133.0 21.13 g
128.0 21.78 i
130.0 21.48 r
136.0 20.86 u
126.0 22.21 y
127.0 22.01 z
134.0 21.16 g
129.0 21.81 i
131.0 21.51 r
137.0 20.89 u
127.0 22.24 y
128.0 22.04 z
135.0 21.19 g
130.0 21.84 i
132.0 21.54 r
138.0 20.91 u
128.0 22.27 y
129.0 22.08 z
136.0 21.22 g
131.0 21.87 i
133.0 21.57 r
139.0 20.94 u
129.0 22.3 y
130.0 22.11 z
137.0 21.25 g
132.0 21.9 i
134.0 21.6 r
140.0 20.97 u
130.0 22.33 y
131.0 22.14 z
138.0 21.27 g
133.0 21.93 i
135.0 21.63 r
141.0 20.99 u
131.0 22.36 y
132.0 22.17 z
139.0 21.3 g
134.0 21.96 i
136.0 21.66 r
142.0 21.02 u
132.0 22.4 y
133.0 22.2 z
140.0 21.33 g
135.0 21.99 i
137.0 21.69 r
143.0 21.04 u
133.0 22.43 y
134.0 22.23 z
141.0 21.36 g
136.0 22.02 i
138.0 21.72 r
144.0 21.07 u
134.0 22.46 y
135.0 22.26 z
142.0 21.39 g
137.0 22.05 i
139.0 21.75 r
145.0 21.1 u
135.0 22.49 y
136.0 22.29 z
143.0 21.41 g
138.0 22.08 i
140.0 21.77 r
146.0 21.12 u
136.0 22.52 y
137.0 22.32 z
144.0 21.44 g
139.0 22.11 i
141.0 21.8 r
147.0 21.15 u
137.0 22.55 y
138.0 22.35 z
145.0 21.47 g
140.0 22.14 i
142.0 21.83 r
148.0 21.17 u
138.0 22.58 y
139.0 22.38 z
146.0 21.49 g
141.0 22.17 i
143.0 21.86 r
149.0 21.2 u
139.0 22.61 y
140.0 22.41 z
147.0 21.52 g
142.0 22.2 i
144.0 21.89 r
150.0 21.22 u
140.0 22.64 y
141.0 22.44 z
148.0 21.55 g
143.0 22.22 i
145.0 21.92 r
151.0 21.25 u
141.0 22.67 y
142.0 22.47 z
149.0 21.57 g
144.0 22.25 i
146.0 21.94 r
152.0 21.27 u
142.0 22.7 y
143.0 22.5 z
150.0 21.6 g
145.0 22.28 i
147.0 21.97 r
153.0 21.3 u
143.0 22.72 y
144.0 22.53 z
151.0 21.63 g
146.0 22.31 i
148.0 22.0 r
154.0 21.32 u
144.0 22.75 y
145.0 22.56 z
152.0 21.65 g
147.0 22.34 i
149.0 22.03 r
155.0 21.35 u
145.0 22.78 y
146.0 22.58 z
153.0 21.68 g
148.0 22.37 i
150.0 22.05 r
156.0 21.37 u
146.0 22.81 y
147.0 22.61 z
154.0 21.71 g
149.0 22.39 i
151.0 22.08 r
157.0 21.4 u
147.0 22.84 y
148.0 22.64 z
155.0 21.73 g
150.0 22.42 i
152.0 22.11 r
158.0 21.42 u
148.0 22.87 y
149.0 22.67 z
156.0 21.76 g
151.0 22.45 i
153.0 22.13 r
159.0 21.44 u
149.0 22.9 y
150.0 22.7 z
157.0 21.78 g
152.0 22.47 i
154.0 22.16 r
160.0 21.47 u
150.0 22.92 y
151.0 22.72 z
158.0 21.81 g
153.0 22.5 i
155.0 22.19 r
161.0 21.49 u
151.0 22.95 y
152.0 22.75 z
159.0 21.83 g
154.0 22.53 i
156.0 22.21 r
162.0 21.52 u
152.0 22.98 y
153.0 22.78 z
160.0 21.86 g
155.0 22.56 i
157.0 22.24 r
163.0 21.54 u
153.0 23.01 y
154.0 22.8 z
161.0 21.88 g
156.0 22.58 i
158.0 22.27 r
164.0 21.56 u
154.0 23.03 y
155.0 22.83 z
162.0 21.91 g
157.0 22.61 i
159.0 22.29 r
165.0 21.59 u
155.0 23.06 y
156.0 22.86 z
163.0 21.93 g
158.0 22.64 i
160.0 22.32 r
166.0 21.61 u
156.0 23.09 y
157.0 22.89 z
164.0 21.96 g
159.0 22.66 i
161.0 22.34 r
167.0 21.63 u
157.0 23.11 y
158.0 22.91 z
165.0 21.98 g
160.0 22.69 i
162.0 22.37 r
168.0 21.66 u
158.0 23.14 y
159.0 22.94 z
166.0 22.01 g
161.0 22.71 i
163.0 22.39 r
169.0 21.68 u
159.0 23.17 y
160.0 22.97 z
167.0 22.03 g
162.0 22.74 i
164.0 22.42 r
170.0 21.7 u
160.0 23.19 y
161.0 22.99 z
168.0 22.05 g
163.0 22.77 i
165.0 22.44 r
171.0 21.73 u
161.0 23.22 y
162.0 23.02 z
169.0 22.08 g
164.0 22.79 i
166.0 22.47 r
172.0 21.75 u
162.0 23.25 y
163.0 23.04 z
170.0 22.1 g
165.0 22.82 i
167.0 22.49 r
173.0 21.77 u
163.0 23.27 y
164.0 23.07 z
171.0 22.13 g
166.0 22.84 i
168.0 22.52 r
174.0 21.79 u
164.0 23.3 y
165.0 23.1 z
172.0 22.15 g
167.0 22.87 i
169.0 22.54 r
175.0 21.82 u
165.0 23.32 y
166.0 23.12 z
173.0 22.17 g
168.0 22.89 i
170.0 22.57 r
176.0 21.84 u
166.0 23.35 y
167.0 23.15 z
174.0 22.2 g
169.0 22.92 i
171.0 22.59 r
177.0 21.86 u
167.0 23.38 y
168.0 23.17 z
175.0 22.22 g
170.0 22.94 i
172.0 22.62 r
178.0 21.88 u
168.0 23.4 y
169.0 23.2 z
176.0 22.25 g
171.0 22.97 i
173.0 22.64 r
179.0 21.91 u
169.0 23.43 y
170.0 23.22 z
177.0 22.27 g
172.0 22.99 i
174.0 22.67 r
180.0 21.93 u
170.0 23.45 y
171.0 23.25 z
178.0 22.29 g
173.0 23.02 i
175.0 22.69 r
181.0 21.95 u
171.0 23.48 y
172.0 23.27 z
179.0 22.31 g
174.0 23.04 i
176.0 22.71 r
182.0 21.97 u
172.0 23.5 y
173.0 23.3 z
180.0 22.34 g
175.0 23.07 i
177.0 22.74 r
183.0 22.0 u
173.0 23.53 y
174.0 23.32 z
181.0 22.36 g
176.0 23.09 i
178.0 22.76 r
184.0 22.02 u
174.0 23.55 y
175.0 23.35 z
182.0 22.38 g
177.0 23.12 i
179.0 22.79 r
185.0 22.04 u
175.0 23.58 y
176.0 23.37 z
183.0 22.41 g
178.0 23.14 i
180.0 22.81 r
186.0 22.06 u
176.0 23.6 y
177.0 23.4 z
184.0 22.43 g
179.0 23.16 i
181.0 22.83 r
187.0 22.08 u
177.0 23.63 y
178.0 23.42 z
185.0 22.45 g
180.0 23.19 i
182.0 22.86 r
188.0 22.1 u
178.0 23.65 y
179.0 23.44 z
186.0 22.48 g
181.0 23.21 i
183.0 22.88 r
189.0 22.13 u
179.0 23.68 y
180.0 23.47 z
187.0 22.5 g
182.0 23.24 i
184.0 22.9 r
190.0 22.15 u
180.0 23.7 y
181.0 23.49 z
188.0 22.52 g
183.0 23.26 i
185.0 22.93 r
191.0 22.17 u
181.0 23.72 y
182.0 23.52 z
189.0 22.54 g
184.0 23.28 i
186.0 22.95 r
192.0 22.19 u
182.0 23.75 y
183.0 23.54 z
190.0 22.57 g
185.0 23.31 i
187.0 22.97 r
193.0 22.21 u
183.0 23.77 y
184.0 23.57 z
191.0 22.59 g
186.0 23.33 i
188.0 23.0 r
194.0 22.23 u
184.0 23.8 y
185.0 23.59 z
192.0 22.61 g
187.0 23.35 i
189.0 23.02 r
195.0 22.25 u
185.0 23.82 y
186.0 23.61 z
193.0 22.63 g
188.0 23.38 i
190.0 23.04 r
196.0 22.28 u
186.0 23.84 y
187.0 23.64 z
194.0 22.65 g
189.0 23.4 i
191.0 23.07 r
197.0 22.3 u
187.0 23.87 y
188.0 23.66 z
195.0 22.68 g
190.0 23.42 i
192.0 23.09 r
198.0 22.32 u
188.0 23.89 y
189.0 23.68 z
196.0 22.7 g
191.0 23.45 i
193.0 23.11 r
199.0 22.34 u
189.0 23.91 y
190.0 23.71 z
197.0 22.72 g
192.0 23.47 i
194.0 23.14 r
200.0 22.36 u
190.0 23.94 y
191.0 23.73 z
198.0 22.74 g
193.0 23.49 i
195.0 23.16 r
201.0 22.38 u
191.0 23.96 y
192.0 23.75 z
199.0 22.76 g
194.0 23.52 i
196.0 23.18 r
202.0 22.4 u
192.0 23.98 y
193.0 23.78 z
200.0 22.79 g
195.0 23.54 i
197.0 23.2 r
203.0 22.42 u
193.0 24.01 y
194.0 23.8 z
201.0 22.81 g
196.0 23.56 i
198.0 23.23 r
204.0 22.44 u
194.0 24.03 y
195.0 23.82 z
202.0 22.83 g
197.0 23.58 i
199.0 23.25 r
205.0 22.46 u
195.0 24.05 y
196.0 23.85 z
203.0 22.85 g
198.0 23.61 i
200.0 23.27 r
206.0 22.49 u
196.0 24.08 y
197.0 23.87 z
204.0 22.87 g
199.0 23.63 i
201.0 23.29 r
207.0 22.51 u
197.0 24.1 y
198.0 23.89 z
205.0 22.89 g
200.0 23.65 i
202.0 23.31 r
208.0 22.53 u
198.0 24.12 y
199.0 23.91 z
206.0 22.92 g
201.0 23.67 i
203.0 23.34 r
209.0 22.55 u
199.0 24.15 y
200.0 23.94 z
207.0 22.94 g
202.0 23.7 i
204.0 23.36 r
210.0 22.57 u
200.0 24.17 y
201.0 23.96 z
208.0 22.96 g
203.0 23.72 i
205.0 23.38 r
211.0 22.59 u
201.0 24.19 y
202.0 23.98 z
209.0 22.98 g
204.0 23.74 i
206.0 23.4 r
212.0 22.61 u
202.0 24.21 y
203.0 24.0 z
210.0 23.0 g
205.0 23.76 i
207.0 23.42 r
213.0 22.63 u
203.0 24.24 y
204.0 24.03 z
211.0 23.02 g
206.0 23.79 i
208.0 23.45 r
214.0 22.65 u
204.0 24.26 y
205.0 24.05 z
212.0 23.04 g
207.0 23.81 i
209.0 23.47 r
215.0 22.67 u
205.0 24.28 y
206.0 24.07 z
213.0 23.06 g
208.0 23.83 i
210.0 23.49 r
216.0 22.69 u
206.0 24.3 y
207.0 24.09 z
214.0 23.08 g
209.0 23.85 i
211.0 23.51 r
217.0 22.71 u
207.0 24.33 y
208.0 24.12 z
215.0 23.1 g
210.0 23.87 i
212.0 23.53 r
218.0 22.73 u
208.0 24.35 y
209.0 24.14 z
216.0 23.13 g
211.0 23.89 i
213.0 23.55 r
219.0 22.75 u
209.0 24.37 y
210.0 24.16 z
217.0 23.15 g
212.0 23.92 i
214.0 23.57 r
220.0 22.77 u
210.0 24.39 y
211.0 24.18 z
218.0 23.17 g
213.0 23.94 i
215.0 23.59 r
221.0 22.79 u
211.0 24.41 y
212.0 24.2 z
219.0 23.19 g
214.0 23.96 i
216.0 23.62 r
222.0 22.81 u
212.0 24.44 y
213.0 24.22 z
220.0 23.21 g
