#time magnitude filter
141.0 19.92 g
140.0 20.23 i
140.0 20.05 r
141.0 19.87 u
140.0 20.51 y
140.0 20.38 z
142.0 19.93 g
141.0 20.25 i
141.0 20.07 r
142.0 19.89 u
141.0 20.53 y
141.0 20.39 z
143.0 19.95 g
142.0 20.26 i
142.0 20.08 r
143.0 19.9 u
142.0 20.55 y
142.0 20.41 z
144.0 19.96 g
143.0 20.28 i
143.0 20.1 r
144.0 19.92 u
143.0 20.57 y
143.0 20.43 z
145.0 19.98 g
144.0 20.3 i
144.0 20.12 r
145.0 19.93 u
144.0 20.58 y
144.0 20.44 z
146.0 20.0 g
145.0 20.31 i
145.0 20.13 r
146.0 19.95 u
145.0 20.6 y
145.0 20.46 z
147.0 20.01 g
146.0 20.33 i
146.0 20.15 r
147.0 19.96 u
146.0 20.61 y
146.0 20.48 z
148.0 20.03 g
147.0 20.34 i
147.0 20.17 r
148.0 19.98 u
147.0 20.63 y
147.0 20.49 z
149.0 20.04 g
148.0 20.36 i
148.0 20.18 r
149.0 19.99 u
148.0 20.65 y
148.0 20.51 z
150.0 20.06 g
149.0 20.38 i
149.0 20.2 r
150.0 20.01 u
149.0 20.66 y
149.0 20.52 z
151.0 20.07 g
150.0 20.39 i
150.0 20.21 r
151.0 20.02 u
150.0 20.68 y
150.0 20.54 z
152.0 20.09 g
151.0 20.41 i
151.0 20.23 r
152.0 20.04 u
151.0 20.7 y
151.0 20.56 z
153.0 20.11 g
152.0 20.42 i
152.0 20.24 r
153.0 20.05 u
152.0 20.71 y
152.0 20.57 z
154.0 20.12 g
153.0 20.44 i
153.0 20.26 r
154.0 20.07 u
153.0 20.73 y
153.0 20.59 z
155.0 20.14 g
154.0 20.45 i
154.0 20.27 r
155.0 20.08 u
154.0 20.74 y
154.0 20.6 z
156.0 20.15 g
155.0 20.47 i
155.0 20.29 r
156.0 20.1 u
155.0 20.76 y
155.0 20.62 z
157.0 20.17 g
156.0 20.49 i
156.0 20.31 r
157.0 20.11 u
156.0 20.77 y
156.0 20.63 z
158.0 20.18 g
157.0 20.5 i
157.0 20.32 r
158.0 20.13 u
157.0 20.79 y
157.0 20.65 z
159.0 20.2 g
158.0 20.52 i
158.0 20.34 r
159.0 20.14 u
158.0 20.81 y
158.0 20.66 z
160.0 20.21 g
159.0 20.53 i
159.0 20.35 r
160.0 20.15 u
159.0 20.82 y
159.0 20.68 z
161.0 20.22 g
160.0 20.55 i
160.0 20.37 r
161.0 20.17 u
160.0 20.84 y
160.0 20.7 z
162.0 20.24 g
161.0 20.56 i
161.0 20.38 r
162.0 20.18 u
161.0 20.85 y
161.0 20.71 z
163.0 20.25 g
162.0 20.58 i
162.0 20.4 r
163.0 20.2 u
162.0 20.87 y
162.0 20.73 z
164.0 20.27 g
163.0 20.59 i
163.0 20.41 r
164.0 20.21 u
163.0 20.88 y
163.0 20.74 z
165.0 20.28 g
164.0 20.61 i
164.0 20.42 r
165.0 20.23 u
164.0 20.9 y
164.0 20.76 z
166.0 20.3 g
165.0 20.62 i
165.0 20.44 r
166.0 20.24 u
165.0 20.91 y
165.0 20.77 z
167.0 20.31 g
166.0 20.64 i
166.0 20.45 r
167.0 20.25 u
166.0 20.93 y
166.0 20.79 z
168.0 20.33 g
167.0 20.65 i
167.0 20.47 r
168.0 20.27 u
167.0 20.94 y
167.0 20.8 z
169.0 20.34 g
168.0 20.66 i
168.0 20.48 r
169.0 20.28 u
168.0 20.96 y
168.0 20.81 z
170.0 20.35 g
169.0 20.68 i
169.0 20.5 r
170.0 20.29 u
169.0 20.97 y
169.0 20.83 z
171.0 20.37 g
170.0 20.69 i
170.0 20.51 r
171.0 20.31 u
170.0 20.98 y
170.0 20.84 z
172.0 20.38 g
171.0 20.71 i
171.0 20.53 r
172.0 20.32 u
171.0 21.0 y
171.0 20.86 z
173.0 20.39 g
172.0 20.72 i
172.0 20.54 r
173.0 20.33 u
172.0 21.01 y
172.0 20.87 z
174.0 20.41 g
173.0 20.74 i
173.0 20.55 r
174.0 20.35 u
173.0 21.03 y
173.0 20.89 z
175.0 20.42 g
174.0 20.75 i
174.0 20.57 r
175.0 20.36 u
174.0 21.04 y
174.0 20.9 z
176.0 20.44 g
175.0 20.76 i
175.0 20.58 r
176.0 20.37 u
175.0 21.06 y
175.0 20.91 z
177.0 20.45 g
176.0 20.78 i
176.0 20.59 r
177.0 20.39 u
176.0 21.07 y
176.0 20.93 z
178.0 20.46 g
177.0 20.79 i
177.0 20.61 r
178.0 20.4 u
177.0 21.08 y
177.0 20.94 z
179.0 20.48 g
178.0 20.81 i
178.0 20.62 r
179.0 20.41 u
178.0 21.1 y
178.0 20.96 z
180.0 20.49 g
179.0 20.82 i
179.0 20.64 r
180.0 20.43 u
179.0 21.11 y
179.0 20.97 z
181.0 20.5 g
180.0 20.83 i
180.0 20.65 r
181.0 20.44 u
180.0 21.13 y
180.0 20.98 z
182.0 20.51 g
181.0 20.85 i
181.0 20.66 r
182.0 20.45 u
181.0 21.14 y
181.0 21.0 z
183.0 20.53 g
182.0 20.86 i
182.0 20.68 r
183.0 20.46 u
182.0 21.15 y
182.0 21.01 z
184.0 20.54 g
183.0 20.87 i
183.0 20.69 r
184.0 20.48 u
183.0 21.17 y
183.0 21.02 z
185.0 20.55 g
184.0 20.89 i
184.0 20.7 r
185.0 20.49 u
184.0 21.18 y
184.0 21.04 z
186.0 20.57 g
185.0 20.9 i
185.0 20.71 r
186.0 20.5 u
185.0 21.19 y
185.0 21.05 z
187.0 20.58 g
186.0 20.91 i
186.0 20.73 r
187.0 20.51 u
186.0 21.21 y
186.0 21.06 z
188.0 20.59 g
187.0 20.92 i
187.0 20.74 r
188.0 20.53 u
187.0 21.22 y
187.0 21.08 z
189.0 20.6 g
188.0 20.94 i
188.0 20.75 r
189.0 20.54 u
188.0 21.23 y
188.0 21.09 z
190.0 20.62 g
189.0 20.95 i
189.0 20.77 r
190.0 20.55 u
189.0 21.24 y
189.0 21.1 z
191.0 20.63 g
190.0 20.96 i
190.0 20.78 r
191.0 20.56 u
