#time magnitude filter
189.0 23.91 i
189.0 23.67 r
189.0 23.18 u
189.0 24.25 y
189.0 24.1 z
190.0 23.43 g
190.0 23.93 i
190.0 23.68 r
190.0 23.2 u
190.0 24.26 y
190.0 24.11 z
191.0 23.44 g
191.0 23.94 i
191.0 23.7 r
191.0 23.21 u
191.0 24.28 y
191.0 24.13 z
192.0 23.45 g
192.0 23.95 i
192.0 23.71 r
192.0 23.22 u
192.0 24.29 y
192.0 24.14 z
193.0 23.47 g
193.0 23.97 i
193.0 23.72 r
193.0 23.24 u
193.0 24.3 y
193.0 24.15 z
194.0 23.48 g
194.0 23.98 i
194.0 23.74 r
194.0 23.25 u
194.0 24.32 y
194.0 24.17 z
195.0 23.49 g
195.0 23.99 i
195.0 23.75 r
195.0 23.26 u
195.0 24.33 y
195.0 24.18 z
196.0 23.5 g
196.0 24.01 i
196.0 23.76 r
196.0 23.27 u
196.0 24.34 y
196.0 24.19 z
197.0 23.52 g
197.0 24.02 i
197.0 23.78 r
197.0 23.29 u
197.0 24.36 y
197.0 24.21 z
198.0 23.53 g
198.0 24.03 i
198.0 23.79 r
198.0 23.3 u
198.0 24.37 y
198.0 24.22 z
199.0 23.54 g
199.0 24.04 i
199.0 23.8 r
199.0 23.31 u
199.0 24.38 y
199.0 24.23 z
200.0 23.55 g
200.0 24.06 i
200.0 23.81 r
200.0 23.32 u
200.0 24.4 y
200.0 24.25 z
201.0 23.57 g
201.0 24.07 i
201.0 23.83 r
201.0 23.33 u
201.0 24.41 y
201.0 24.26 z
202.0 23.58 g
202.0 24.08 i
202.0 23.84 r
202.0 23.35 u
202.0 24.42 y
202.0 24.27 z
203.0 23.59 g
203.0 24.1 i
203.0 23.85 r
203.0 23.36 u
203.0 24.44 y
203.0 24.29 z
204.0 23.6 g
204.0 24.11 i
204.0 23.87 r
204.0 23.37 u
204.0 24.45 y
204.0 24.3 z
205.0 23.62 g
205.0 24.12 i
205.0 23.88 r
205.0 23.38 u
205.0 24.46 y
205.0 24.31 z
206.0 23.63 g
206.0 24.13 i
206.0 23.89 r
206.0 23.39 u
206.0 24.47 y
206.0 24.32 z
207.0 23.64 g
207.0 24.15 i
207.0 23.9 r
207.0 23.41 u
207.0 24.49 y
207.0 24.34 z
208.0 23.65 g
208.0 24.16 i
208.0 23.91 r
208.0 23.42 u
208.0 24.5 y
208.0 24.35 z
209.0 23.67 g
209.0 24.17 i
209.0 23.93 r
209.0 23.43 u
209.0 24.51 y
209.0 24.36 z
210.0 23.68 g
210.0 24.18 i
210.0 23.94 r
210.0 23.44 u
210.0 24.53 y
210.0 24.37 z
211.0 23.69 g
211.0 24.2 i
211.0 23.95 r
211.0 23.45 u
211.0 24.54 y
211.0 24.39 z
212.0 23.7 g
212.0 24.21 i
212.0 23.96 r
212.0 23.47 u
212.0 24.55 y
212.0 24.4 z
213.0 23.71 g
213.0 24.22 i
213.0 23.98 r
213.0 23.48 u
213.0 24.56 y
213.0 24.41 z
214.0 23.73 g
214.0 24.23 i
214.0 23.99 r
214.0 23.49 u
214.0 24.58 y
214.0 24.42 z
215.0 23.74 g
215.0 24.25 i
215.0 24.0 r
215.0 23.5 u
215.0 24.59 y
215.0 24.44 z
216.0 23.75 g
216.0 24.26 i
216.0 24.01 r
216.0 23.51 u
216.0 24.6 y
216.0 24.45 z
217.0 23.76 g
217.0 24.27 i
217.0 24.02 r
217.0 23.52 u
217.0 24.61 y
217.0 24.46 z
218.0 23.77 g
218.0 24.28 i
218.0 24.04 r
218.0 23.54 u
218.0 24.62 y
218.0 24.47 z
219.0 23.78 g
219.0 24.29 i
219.0 24.05 r
219.0 23.55 u
219.0 24.64 y
219.0 24.49 z
220.0 23.8 g
220.0 24.31 i
220.0 24.06 r
220.0 23.56 u
220.0 24.65 y
220.0 24.5 z
221.0 23.81 g
221.0 24.32 i
221.0 24.07 r
221.0 23.57 u
221.0 24.66 y
221.0 24.51 z
222.0 23.82 g
222.0 24.33 i
222.0 24.08 r
222.0 23.58 u
222.0 24.67 y
222.0 24.52 z
223.0 23.83 g
223.0 24.34 i
223.0 24.1 r
223.0 23.59 u
223.0 24.68 y
