#time magnitude filter
119.0 24.66 i
119.0 24.3 r
119.0 23.45 u
119.0 25.14 y
119.0 24.93 z
120.0 23.86 g
120.0 24.66 i
120.0 24.31 r
120.0 23.45 u
120.0 25.15 y
120.0 24.93 z
121.0 23.86 g
121.0 24.67 i
121.0 24.31 r
121.0 23.46 u
121.0 25.15 y
121.0 24.94 z
122.0 23.87 g
122.0 24.67 i
122.0 24.32 r
122.0 23.46 u
122.0 25.16 y
122.0 24.94 z
123.0 23.87 g
123.0 24.67 i
123.0 24.32 r
123.0 23.47 u
123.0 25.16 y
123.0 24.95 z
124.0 23.87 g
124.0 24.68 i
124.0 24.33 r
124.0 23.47 u
124.0 25.17 y
124.0 24.95 z
125.0 23.88 g
125.0 24.68 i
125.0 24.33 r
125.0 23.48 u
125.0 25.17 y
125.0 24.96 z
126.0 23.88 g
126.0 24.69 i
126.0 24.34 r
126.0 23.48 u
126.0 25.18 y
126.0 24.96 z
127.0 23.89 g
127.0 24.69 i
127.0 24.34 r
127.0 23.49 u
127.0 25.18 y
127.0 24.97 z
128.0 23.89 g
128.0 24.7 i
128.0 24.35 r
128.0 23.49 u
128.0 25.19 y
128.0 24.97 z
129.0 23.9 g
129.0 24.7 i
129.0 24.35 r
129.0 23.5 u
129.0 25.19 y
129.0 24.98 z
130.0 23.9 g
130.0 24.71 i
130.0 24.36 r
130.0 23.5 u
130.0 25.2 y
130.0 24.98 z
131.0 23.91 g
131.0 24.71 i
131.0 24.36 r
131.0 23.51 u
131.0 25.2 y
131.0 24.98 z
132.0 23.91 g
132.0 24.72 i
132.0 24.36 r
132.0 23.51 u
132.0 25.2 y
132.0 24.99 z
133.0 23.92 g
133.0 24.72 i
133.0 24.37 r
133.0 23.52 u
133.0 25.21 y
133.0 24.99 z
134.0 23.92 g
134.0 24.73 i
134.0 24.37 r
134.0 23.52 u
134.0 25.21 y
134.0 25.0 z
135.0 23.93 g
135.0 24.73 i
135.0 24.38 r
135.0 23.52 u
135.0 25.22 y
135.0 25.0 z
136.0 23.93 g
136.0 24.74 i
136.0 24.38 r
136.0 23.53 u
136.0 25.22 y
136.0 25.01 z
137.0 23.94 g
137.0 24.74 i
137.0 24.39 r
137.0 23.53 u
137.0 25.23 y
137.0 25.01 z
138.0 23.94 g
138.0 24.74 i
138.0 24.39 r
138.0 23.54 u
138.0 25.23 y
138.0 25.02 z
139.0 23.94 g
139.0 24.75 i
139.0 24.4 r
139.0 23.54 u
139.0 25.24 y
139.0 25.02 z
140.0 23.95 g
140.0 24.75 i
140.0 24.4 r
140.0 23.55 u
140.0 25.24 y
140.0 25.03 z
141.0 23.95 g
141.0 24.76 i
141.0 24.41 r
141.0 23.55 u
141.0 25.25 y
141.0 25.03 z
142.0 23.96 g
142.0 24.76 i
142.0 24.41 r
142.0 23.56 u
142.0 25.25 y
142.0 25.04 z
143.0 23.96 g
143.0 24.77 i
143.0 24.41 r
143.0 23.56 u
143.0 25.25 y
143.0 25.04 z
144.0 23.97 g
144.0 24.77 i
144.0 24.42 r
144.0 23.57 u
144.0 25.26 y
144.0 25.04 z
145.0 23.97 g
145.0 24.78 i
145.0 24.42 r
145.0 23.57 u
145.0 25.26 y
145.0 25.05 z
146.0 23.98 g
146.0 24.78 i
146.0 24.43 r
146.0 23.57 u
146.0 25.27 y
146.0 25.05 z
147.0 23.98 g
147.0 24.79 i
147.0 24.43 r
147.0 23.58 u
147.0 25.27 y
147.0 25.06 z
148.0 23.98 g
148.0 24.79 i
148.0 24.44 r
148.0 23.58 u
148.0 25.28 y
148.0 25.06 z
149.0 23.99 g
149.0 24.79 i
149.0 24.44 r
149.0 23.59 u
149.0 25.28 y
149.0 25.07 z
150.0 23.99 g
150.0 24.8 i
150.0 24.45 r
150.0 23.59 u
150.0 25.29 y
150.0 25.07 z
151.0 24.0 g
151.0 24.8 i
151.0 24.45 r
151.0 23.6 u
151.0 25.29 y
151.0 25.07 z
152.0 24.0 g
152.0 24.81 i
152.0 24.45 r
152.0 23.6 u
152.0 25.29 y
152.0 25.08 z
153.0 24.01 g
153.0 24.81 i
153.0 24.46 r
153.0 23.6 u
153.0 25.3 y
153.0 25.08 z
154.0 24.01 g
154.0 24.82 i
154.0 24.46 r
154.0 23.61 u
154.0 25.3 y
154.0 25.09 z
155.0 24.02 g
155.0 24.82 i
155.0 24.47 r
155.0 23.61 u
155.0 25.31 y
155.0 25.09 z
156.0 24.02 g
156.0 24.82 i
156.0 24.47 r
156.0 23.62 u
156.0 25.31 y
156.0 25.1 z
157.0 24.02 g
157.0 24.83 i
157.0 24.48 r
157.0 23.62 u
157.0 25.32 y
157.0 25.1 z
158.0 24.03 g
158.0 24.83 i
158.0 24.48 r
158.0 23.63 u
158.0 25.32 y
158.0 25.11 z
159.0 24.03 g
159.0 24.84 i
159.0 24.48 r
159.0 23.63 u
159.0 25.32 y
159.0 25.11 z
160.0 24.04 g
160.0 24.84 i
160.0 24.49 r
160.0 23.63 u
160.0 25.33 y
160.0 25.11 z
161.0 24.04 g
161.0 24.85 i
161.0 24.49 r
161.0 23.64 u
161.0 25.33 y
161.0 25.12 z
162.0 24.05 g
162.0 24.85 i
162.0 24.5 r
162.0 23.64 u
162.0 25.34 y
162.0 25.12 z
163.0 24.05 g
163.0 24.85 i
163.0 24.5 r
163.0 23.65 u
