#time magnitude filter
138.0 22.82 z
139.0 21.89 g
139.0 22.6 i
139.0 22.28 r
140.0 21.53 u
139.0 23.04 y
139.0 22.85 z
140.0 21.92 g
140.0 22.63 i
140.0 22.31 r
141.0 21.56 u
140.0 23.07 y
140.0 22.87 z
141.0 21.94 g
141.0 22.66 i
141.0 22.34 r
142.0 21.58 u
141.0 23.09 y
141.0 22.9 z
142.0 21.97 g
142.0 22.68 i
142.0 22.36 r
143.0 21.61 u
142.0 23.12 y
142.0 22.93 z
143.0 21.99 g
143.0 22.71 i
143.0 22.39 r
144.0 21.63 u
143.0 23.14 y
143.0 22.95 z
144.0 22.02 g
144.0 22.73 i
144.0 22.41 r
145.0 21.66 u
144.0 23.17 y
144.0 22.98 z
145.0 22.04 g
145.0 22.76 i
145.0 22.44 r
146.0 21.68 u
145.0 23.2 y
145.0 23.0 z
146.0 22.07 g
146.0 22.79 i
146.0 22.46 r
147.0 21.7 u
146.0 23.22 y
146.0 23.03 z
147.0 22.09 g
147.0 22.81 i
147.0 22.49 r
148.0 21.73 u
147.0 23.25 y
147.0 23.06 z
148.0 22.12 g
148.0 22.84 i
148.0 22.51 r
149.0 21.75 u
148.0 23.27 y
148.0 23.08 z
149.0 22.14 g
149.0 22.86 i
149.0 22.54 r
150.0 21.78 u
149.0 23.3 y
149.0 23.11 z
150.0 22.17 g
150.0 22.89 i
150.0 22.56 r
151.0 21.8 u
150.0 23.32 y
150.0 23.13 z
151.0 22.19 g
151.0 22.91 i
151.0 22.59 r
152.0 21.82 u
151.0 23.35 y
151.0 23.16 z
152.0 22.22 g
152.0 22.94 i
152.0 22.61 r
153.0 21.85 u
152.0 23.37 y
152.0 23.18 z
153.0 22.24 g
153.0 22.96 i
153.0 22.64 r
154.0 21.87 u
153.0 23.4 y
153.0 23.21 z
154.0 22.26 g
154.0 22.99 i
154.0 22.66 r
155.0 21.9 u
154.0 23.43 y
154.0 23.23 z
155.0 22.29 g
155.0 23.01 i
155.0 22.69 r
156.0 21.92 u
155.0 23.45 y
155.0 23.26 z
156.0 22.31 g
156.0 23.04 i
156.0 22.71 r
157.0 21.94 u
156.0 23.47 y
156.0 23.28 z
157.0 22.34 g
157.0 23.06 i
157.0 22.73 r
158.0 21.97 u
157.0 23.5 y
157.0 23.31 z
158.0 22.36 g
158.0 23.08 i
158.0 22.76 r
159.0 21.99 u
158.0 23.52 y
158.0 23.33 z
159.0 22.38 g
159.0 23.11 i
159.0 22.78 r
160.0 22.01 u
159.0 23.55 y
159.0 23.36 z
160.0 22.41 g
160.0 23.13 i
160.0 22.81 r
161.0 22.04 u
160.0 23.57 y
160.0 23.38 z
161.0 22.43 g
161.0 23.16 i
161.0 22.83 r
162.0 22.06 u
161.0 23.6 y
161.0 23.4 z
162.0 22.45 g
162.0 23.18 i
162.0 22.85 r
163.0 22.08 u
162.0 23.62 y
162.0 23.43 z
163.0 22.48 g
163.0 23.21 i
163.0 22.88 r
164.0 22.1 u
163.0 23.65 y
163.0 23.45 z
164.0 22.5 g
164.0 23.23 i
164.0 22.9 r
165.0 22.13 u
164.0 23.67 y
164.0 23.48 z
165.0 22.52 g
165.0 23.25 i
165.0 22.93 r
166.0 22.15 u
165.0 23.69 y
165.0 23.5 z
166.0 22.55 g
166.0 23.28 i
166.0 22.95 r
167.0 22.17 u
166.0 23.72 y
166.0 23.52 z
167.0 22.57 g
167.0 23.3 i
167.0 22.97 r
168.0 22.2 u
167.0 23.74 y
167.0 23.55 z
168.0 22.59 g
168.0 23.32 i
168.0 23.0 r
169.0 22.22 u
168.0 23.77 y
168.0 23.57 z
169.0 22.62 g
169.0 23.35 i
169.0 23.02 r
170.0 22.24 u
169.0 23.79 y
169.0 23.6 z
170.0 22.64 g
170.0 23.37 i
170.0 23.04 r
171.0 22.26 u
170.0 23.81 y
170.0 23.62 z
171.0 22.66 g
171.0 23.39 i
171.0 23.07 r
172.0 22.28 u
171.0 23.84 y
171.0 23.64 z
172.0 22.69 g
172.0 23.42 i
172.0 23.09 r
173.0 22.31 u
172.0 23.86 y
172.0 23.67 z
173.0 22.71 g
173.0 23.44 i
173.0 23.11 r
174.0 22.33 u
173.0 23.88 y
173.0 23.69 z
174.0 22.73 g
174.0 23.46 i
174.0 23.13 r
175.0 22.35 u
174.0 23.91 y
174.0 23.71 z
175.0 22.75 g
175.0 23.49 i
175.0 23.16 r
176.0 22.37 u
175.0 23.93 y
175.0 23.74 z
176.0 22.77 g
176.0 23.51 i
176.0 23.18 r
177.0 22.4 u
176.0 23.95 y
176.0 23.76 z
177.0 22.8 g
177.0 23.53 i
177.0 23.2 r
178.0 22.42 u
177.0 23.98 y
177.0 23.78 z
178.0 22.82 g
178.0 23.56 i
178.0 23.22 r
179.0 22.44 u
178.0 24.0 y
178.0 23.8 z
179.0 22.84 g
179.0 23.58 i
179.0 23.25 r
180.0 22.46 u
179.0 24.02 y
179.0 23.83 z
180.0 22.86 g
180.0 23.6 i
180.0 23.27 r
181.0 22.48 u
180.0 24.04 y
180.0 23.85 z
181.0 22.89 g
181.0 23.62 i
181.0 23.29 r
182.0 22.5 u
181.0 24.07 y
181.0 23.87 z
182.0 22.91 g
182.0 23.65 i
182.0 23.31 r
183.0 22.53 u
182.0 24.09 y
182.0 23.89 z
183.0 22.93 g
183.0 23.67 i
183.0 23.34 r
184.0 22.55 u
183.0 24.11 y
183.0 23.92 z
184.0 22.95 g
184.0 23.69 i
184.0 23.36 r
185.0 22.57 u
184.0 24.13 y
184.0 23.94 z
185.0 22.97 g
185.0 23.71 i
185.0 23.38 r
186.0 22.59 u
185.0 24.16 y
185.0 23.96 z
186.0 22.99 g
186.0 23.73 i
186.0 23.4 r
187.0 22.61 u
186.0 24.18 y
186.0 23.98 z
187.0 23.02 g
187.0 23.76 i
187.0 23.42 r
188.0 22.63 u
187.0 24.2 y
187.0 24.01 z
188.0 23.04 g
188.0 23.78 i
188.0 23.45 r
189.0 22.65 u
188.0 24.22 y
188.0 24.03 z
189.0 23.06 g
189.0 23.8 i
189.0 23.47 r
190.0 22.67 u
189.0 24.25 y
189.0 24.05 z
190.0 23.08 g
190.0 23.82 i
190.0 23.49 r
191.0 22.69 u
190.0 24.27 y
190.0 24.07 z
191.0 23.1 g
191.0 23.84 i
191.0 23.51 r
192.0 22.71 u
191.0 24.29 y
191.0 24.09 z
192.0 23.12 g
192.0 23.86 i
192.0 23.53 r
193.0 22.74 u
192.0 24.31 y
192.0 24.12 z
193.0 23.14 g
193.0 23.89 i
193.0 23.55 r
194.0 22.76 u
193.0 24.33 y
193.0 24.14 z
194.0 23.16 g
194.0 23.91 i
194.0 23.57 r
195.0 22.78 u
194.0 24.35 y
194.0 24.16 z
195.0 23.18 g
195.0 23.93 i
195.0 23.6 r
196.0 22.8 u
195.0 24.38 y
195.0 24.18 z
196.0 23.21 g
196.0 23.95 i
196.0 23.62 r
197.0 22.82 u
196.0 24.4 y
196.0 24.2 z
197.0 23.23 g
197.0 23.97 i
197.0 23.64 r
198.0 22.84 u
197.0 24.42 y
197.0 24.22 z
198.0 23.25 g
198.0 23.99 i
198.0 23.66 r
199.0 22.86 u
198.0 24.44 y
198.0 24.24 z
199.0 23.27 g
199.0 24.01 i
199.0 23.68 r
200.0 22.88 u
199.0 24.46 y
199.0 24.26 z
200.0 23.29 g
200.0 24.03 i
200.0 23.7 r
201.0 22.9 u
200.0 24.48 y
200.0 24.29 z
201.0 23.31 g
201.0 24.05 i
201.0 23.72 r
202.0 22.92 u
201.0 24.5 y
201.0 24.31 z
202.0 23.33 g
202.0 24.08 i
202.0 23.74 r
203.0 22.94 u
202.0 24.52 y
202.0 24.33 z
203.0 23.35 g
203.0 24.1 i
203.0 23.76 r
204.0 22.96 u
203.0 24.54 y
203.0 24.35 z
204.0 23.37 g
204.0 24.12 i
204.0 23.78 r
205.0 22.98 u
204.0 24.57 y
204.0 24.37 z
205.0 23.39 g
205.0 24.14 i
205.0 23.8 r
206.0 23.0 u
205.0 24.59 y
205.0 24.39 z
206.0 23.41 g
206.0 24.16 i
